Name,Type,Total,Within,Sewer,Septic,Othersys,Withslab,Withoutslab,NSopen,NShuman,NSanimal,Without,Public,Open
District - Maldah,Rural,"729,770","185,109","8,099","51,954","20,150","89,634","9,700","2,126","1,050","2,396","544,661","12,131","532,530"
District - Maldah,Urban,"109,168","81,138","8,004","39,002","2,805","28,596","1,257",518,312,644,"28,030","2,789","25,241"
District - Murshidabad,Total,"1,561,892","617,358","33,276","179,025","74,255","273,457","43,050","4,315","4,323","5,657","944,534","28,340","916,194"
District - Murshidabad,Rural,"1,282,692","444,813","22,276","99,775","65,321","205,909","39,153","3,625","3,940","4,814","837,879","21,024","816,855"
District - Murshidabad,Urban,"279,200","172,545","11,000","79,250","8,934","67,548","3,897",690,383,843,"106,655","7,316","99,339"
District - Birbhum,Total,"812,954","195,797","17,310","124,364","16,702","31,578","2,644","1,001",263,"1,935","617,157","5,737","611,420"
District - Birbhum,Rural,"711,236","133,155","10,582","76,061","14,588","26,950","2,420",870,231,"1,453","578,081","4,493","573,588"
District - Birbhum,Urban,"101,718","62,642","6,728","48,303","2,114","4,628",224,131,32,482,"39,076","1,244","37,832"
District - Barddhaman,Total,"1,705,506","949,552","97,780","430,643","67,014","313,027","25,534","4,077","4,104","7,373","755,954","44,164","711,790"
District - Barddhaman,Rural,"1,064,226","490,739","21,650","132,130","53,890","251,939","22,284","2,144","1,794","4,908","573,487","22,986","550,501"
District - Barddhaman,Urban,"641,280","458,813","76,130","298,513","13,124","61,088","3,250","1,933","2,310","2,465","182,467","21,178","161,289"
District - Nadia,Total,"1,231,856","955,780","42,361","195,980","102,522","502,493","95,186","6,241","7,832","3,165","276,076","22,797","253,279"
District - Nadia,Rural,"879,934","627,523","20,604","78,895","87,462","343,970","82,058","5,166","6,700","2,668","252,411","17,042","235,369"
District - Nadia,Urban,"351,922","328,257","21,757","117,085","15,060","158,523","13,128","1,075","1,132",497,"23,665","5,755","17,910"
District - North 24 Parganas,Total,"2,283,567","1,998,032","172,045","792,209","137,527","771,773","93,639","10,918","10,653","9,268","285,535","91,799","193,736"
District - North 24 Parganas,Rural,"988,219","780,037","30,305","95,296","112,263","443,789","80,023","5,172","8,655","4,534","208,182","34,406","173,776"
District - North 24 Parganas,Urban,"1,295,348","1,217,995","141,740","696,913","25,264","327,984","13,616","5,746","1,998","4,734","77,353","57,393","19,960"
District - Hugli,Total,"1,269,438","903,933","56,756","347,721","43,590","424,603","21,234","3,115","1,845","5,069","365,505","42,316","323,189"
District - Hugli,Rural,"777,386","467,152","16,096","82,432","36,054","306,460","18,844","1,951","1,624","3,691","310,234","17,415","292,819"
District - Hugli,Urban,"492,052","436,781","40,660","265,289","7,536","118,143","2,390","1,164",221,"1,378","55,271","24,901","30,370"
District - Bankura,Total,"756,438","153,487","7,200","91,190","8,028","43,817","1,156",707,89,"1,300","602,951","6,011","596,940"
District - Bankura,Rural,"691,417","114,190","4,651","58,506","6,874","41,497","1,051",573,78,960,"577,227","4,715","572,512"
District - Bankura,Urban,"65,021","39,297","2,549","32,684","1,154","2,320",105,134,11,340,"25,724","1,296","24,428"
District - Puruliya,Total,"569,254","67,448","5,016","52,675","4,369","3,246",470,544,53,"1,075","501,806","5,301","496,505"
District - Puruliya,Rural,"496,403","30,378","1,683","21,571","3,470","2,179",356,446,0,673,"466,025","4,606","461,419"
District - Puruliya,Urban,"72,851","37,070","3,333","31,104",899,"1,067",114,98,53,402,"35,781",695,"35,086"
District - Haora,Total,"1,029,114","768,670","46,310","326,923","52,221","309,373","21,389","4,145","3,623","4,686","260,444","46,059","214,385"
District - Haora,Rural,"388,459","233,665","5,323","35,074","31,812","141,509","14,526","1,911","1,642","1,868","154,794","14,127","140,667"
District - Haora,Urban,"640,655","535,005","40,987","291,849","20,409","167,864","6,863","2,234","1,981","2,818","105,650","31,932","73,718"
District - Kolkata,Total,"964,183","915,319","418,113","434,716","8,820","45,377","1,554","1,961",598,"4,180","48,864","41,861","7,003"
District - Kolkata,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Kolkata,Urban,"964,183","915,319","418,113","434,716","8,820","45,377","1,554","1,961",598,"4,180","48,864","41,861","7,003"
District - South 24 Parganas,Total,"1,770,331","1,108,082","41,200","214,836","106,706","650,585","63,855","9,378","15,418","6,104","662,249","47,830","614,419"
District - South 24 Parganas,Rural,"1,291,490","710,150","19,493","77,956","93,275","437,883","56,595","7,000","13,237","4,711","581,340","31,089","550,251"
District - South 24 Parganas,Urban,"478,841","397,932","21,707","136,880","13,431","212,702","7,260","2,378","2,181","1,393","80,909","16,741","64,168"
District - Pashchim Medinipur,Total,"1,262,269","582,455","23,077","165,426","77,871","227,653","65,445","4,337","15,066","3,580","679,814","19,989","659,825"
District - Pashchim Medinipur,Rural,"1,109,569","464,610","14,215","85,225","74,754","204,528","64,862","3,672","14,764","2,590","644,959","14,788","630,171"
District - Pashchim Medinipur,Urban,"152,700","117,845","8,862","80,201","3,117","23,125",583,665,302,990,"34,855","5,201","29,654"
District - Purba Medinipur,Total,"1,099,545","937,702","26,806","196,642","271,137","270,387","106,906","9,863","52,274","3,687","161,843","34,579","127,264"
District - Purba Medinipur,Rural,"978,844","837,779","20,506","143,758","260,591","243,945","104,893","9,314","51,434","3,338","141,065","29,937","111,128"
District - Purba Medinipur,Urban,"120,701","99,923","6,300","52,884","10,546","26,442","2,013",549,840,349,"20,778","4,642","16,136"
STATE - CHATTISGARH,Total," 	5,622,850 "," 	1,382,706 "," 	140,128 "," 	933,741 "," 	105,262 "," 	119,239 "," 	75,235 "," 	4,881 ", 	736 ," 	3,484 "," 	4,240,144 "," 	80,239 "," 	4,159,905 "
STATE - CHATTISGARH,Rural," 	4,384,112 "," 	636,991 "," 	27,357 "," 	331,731 "," 	93,403 "," 	108,075 "," 	72,156 "," 	1,504 ", 	552 ," 	2,213 "," 	3,747,121 "," 	13,853 "," 	3,733,268 "
STATE - CHATTISGARH,Urban," 	1,238,738 "," 	745,715 "," 	112,771 "," 	602,010 "," 	11,859 "," 	11,164 "," 	3,079 "," 	3,377 ", 	184 ," 	1,271 "," 	493,023 "," 	66,386 "," 	426,637 "
District - Koriya,Total," 	152,075 "," 	35,636 "," 	2,939 "," 	27,236 "," 	2,515 ", 	937 ," 	1,386 ", 	581 , 	-00 , 	42 ," 	116,439 "," 	1,343 "," 	115,096 "
District - Koriya,Rural," 	107,424 "," 	9,179 ", 	379 ," 	4,714 "," 	2,212 ", 	555 ," 	1,253 ", 	40 , 	-00 , 	26 ," 	98,245 ", 	374 ," 	97,871 "
District - Koriya,Urban," 	44,651 "," 	26,457 "," 	2,560 "," 	22,522 ", 	303 , 	382 , 	133 , 	541 , 	-00 , 	16 ," 	18,194 ", 	969 ," 	17,225 "
District - Surguja,Total," 	520,566 "," 	130,736 "," 	6,126 "," 	56,417 "," 	15,125 "," 	44,595 "," 	7,719 ", 	218 , 	409 , 	127 ," 	389,830 "," 	1,911 "," 	387,919 "
District - Surguja,Rural," 	472,991 "," 	101,581 "," 	4,505 "," 	29,725 "," 	14,848 "," 	44,204 "," 	7,603 ", 	185 , 	409 , 	102 ," 	371,410 "," 	1,462 "," 	369,948 "
District - Surguja,Urban," 	47,575 "," 	29,155 "," 	1,621 "," 	26,692 ", 	277 , 	391 , 	116 , 	33 , 	-00 , 	25 ," 	18,420 ", 	449 ," 	17,971 "
District - Jashpur,Total," 	190,527 "," 	27,142 "," 	1,211 "," 	15,081 "," 	4,012 "," 	1,697 "," 	4,841 ", 	131 , 	46 , 	123 ," 	163,385 ", 	874 ," 	162,511 "
District - Jashpur,Rural," 	175,008 "," 	20,600 ", 	955 ," 	9,012 "," 	3,912 "," 	1,655 "," 	4,809 ", 	125 , 	10 , 	122 ," 	154,408 ", 	823 ," 	153,585 "
District - Jashpur,Urban," 	15,519 "," 	6,542 ", 	256 ," 	6,069 ", 	100 , 	42 , 	32 , 	6 , 	36 , 	1 ," 	8,977 ", 	51 ," 	8,926 "
District - Raigarh,Total," 	361,664 "," 	69,909 "," 	3,960 "," 	53,026 "," 	3,798 "," 	4,430 "," 	4,087 ", 	336 , 	49 , 	223 ," 	291,755 "," 	1,807 "," 	289,948 "
District - Raigarh,Rural," 	309,691 "," 	40,112 "," 	2,098 "," 	26,894 "," 	3,105 "," 	3,913 "," 	3,942 ", 	63 , 	-00 , 	97 ," 	269,579 ", 	957 ," 	268,622 "
District - Raigarh,Urban," 	51,973 "," 	29,797 "," 	1,862 "," 	26,132 ", 	693 , 	517 , 	145 , 	273 , 	49 , 	126 ," 	22,176 ", 	850 ," 	21,326 "
District - Korba,Total," 	277,071 "," 	77,854 "," 	19,437 "," 	47,977 "," 	3,479 "," 	3,533 "," 	2,671 ", 	222 , 	-00 , 	535 ," 	199,217 "," 	1,060 "," 	198,157 "
District - Korba,Rural," 	180,798 "," 	21,460 ", 	783 ," 	13,114 "," 	2,643 "," 	2,111 "," 	2,562 ", 	124 , 	-00 , 	123 ," 	159,338 ", 	473 ," 	158,865 "
District - Korba,Urban," 	96,273 "," 	56,394 "," 	18,654 "," 	34,863 ", 	836 ," 	1,422 ", 	109 , 	98 , 	-00 , 	412 ," 	39,879 ", 	587 ," 	39,292 "
District - Jangir-champa,Total," 	377,496 "," 	57,417 "," 	2,676 "," 	45,113 "," 	3,078 "," 	3,240 "," 	2,858 ", 	222 , 	45 , 	185 ," 	320,079 "," 	1,522 "," 	318,557 "
District - Janjgir-champa,Rural," 	330,103 "," 	36,385 "," 	1,733 "," 	26,619 "," 	2,325 "," 	2,722 "," 	2,622 ", 	140 , 	45 , 	179 ," 	293,718 "," 	1,276 "," 	292,442 "
District - Janjgir-champa,Urban," 	47,393 "," 	21,032 ", 	943 ," 	18,494 ", 	753 , 	518 , 	236 , 	82 , 	-00 , 	6 ," 	26,361 ", 	246 ," 	26,115 "
District - Bilaspur,Total," 	615,895 "," 	171,271 "," 	6,538 "," 	121,330 "," 	23,576 "," 	9,857 "," 	9,164 ", 	398 , 	13 , 	395 ," 	444,624 "," 	10,326 "," 	434,298 "
District - Bilaspur,Rural," 	475,742 "," 	79,176 "," 	2,116 "," 	36,751 "," 	22,275 "," 	8,833 "," 	8,689 ", 	150 , 	-00 , 	362 ," 	396,566 "," 	1,703 "," 	394,863 "
District - Bilaspur,Urban," 	140,153 "," 	92,095 "," 	4,422 "," 	84,579 "," 	1,301 "," 	1,024 ", 	475 , 	248 , 	13 , 	33 ," 	48,058 "," 	8,623 "," 	39,435 "
District - Kabeerdham,Total," 	176,758 "," 	23,347 "," 	1,116 "," 	16,923 "," 	1,164 "," 	1,208 "," 	2,780 ", 	112 , 	-00 , 	44 ," 	153,411 ", 	193 ," 	153,218 "
District - Kabeerdham,Rural," 	158,483 "," 	14,300 ", 	514 ," 	8,764 ", 	979 ," 	1,201 "," 	2,754 ", 	55 , 	-00 , 	33 ," 	144,183 ", 	119 ," 	144,064 "
District - Kabeerdham,Urban," 	18,275 "," 	9,047 ", 	602 ," 	8,159 ", 	185 , 	7 , 	26 , 	57 , 	-00 , 	11 ," 	9,228 ", 	74 ," 	9,154 "
District - Rajnandgaon,Total," 	315,535 "," 	78,798 "," 	3,035 "," 	45,543 "," 	10,262 "," 	10,113 "," 	9,486 ", 	174 , 	-00 , 	185 ," 	236,737 "," 	5,157 "," 	231,580 "
District - Rajnandgaon,Rural," 	256,900 "," 	47,612 "," 	1,460 "," 	17,657 "," 	9,570 "," 	9,452 "," 	9,249 ", 	61 , 	-00 , 	163 ," 	209,288 ", 	472 ," 	208,816 "
District - Rajnandgaon,Urban," 	58,635 "," 	31,186 "," 	1,575 "," 	27,886 ", 	692 , 	661 , 	237 , 	113 , 	-00 , 	22 ," 	27,449 "," 	4,685 "," 	22,764 "
District - Durg,Total," 	693,001 "," 	228,551 "," 	61,660 "," 	143,464 "," 	8,296 "," 	9,213 "," 	4,825 ", 	662 , 	45 , 	386 ," 	464,450 "," 	25,436 "," 	439,014 "
District - Durg,Rural," 	422,563 "," 	59,341 "," 	3,199 "," 	39,010 "," 	5,904 "," 	6,457 "," 	4,470 ", 	101 , 	-00 , 	200 ," 	363,222 "," 	1,600 "," 	361,622 "
District - Durg,Urban," 	270,438 "," 	169,210 "," 	58,461 "," 	104,454 "," 	2,392 "," 	2,756 ", 	355 , 	561 , 	45 , 	186 ," 	101,228 "," 	23,836 "," 	77,392 "
District - Raipur,Total," 	861,067 "," 	267,090 "," 	19,260 "," 	219,929 "," 	9,623 "," 	8,548 "," 	7,532 "," 	1,331 ", 	51 , 	816 ," 	593,977 "," 	23,194 "," 	570,783 "
District - Raipur,Rural," 	561,916 "," 	72,634 "," 	4,143 "," 	47,882 "," 	6,908 "," 	6,389 "," 	6,683 ", 	200 , 	10 , 	419 ," 	489,282 "," 	2,180 "," 	487,102 "
District - Raipur,Urban," 	299,151 "," 	194,456 "," 	15,117 "," 	172,047 "," 	2,715 "," 	2,159 ", 	849 ," 	1,131 ", 	41 , 	397 ," 	104,695 "," 	21,014 "," 	83,681 "
District - Mahasamund,Total," 	256,504 "," 	48,150 "," 	1,810 "," 	30,503 "," 	5,650 "," 	3,111 "," 	6,820 ", 	114 , 	22 , 	120 ," 	208,354 ", 	455 ," 	207,899 "
District - Mahasamund,Rural," 	230,027 "," 	34,892 ", 	996 ," 	18,512 "," 	5,400 "," 	2,975 "," 	6,782 ", 	91 , 	22 , 	114 ," 	195,135 ", 	292 ," 	194,843 "
District - Mahasamund,Urban," 	26,477 "," 	13,258 ", 	814 ," 	11,991 ", 	250 , 	136 , 	38 , 	23 , 	-00 , 	6 ," 	13,219 ", 	163 ," 	13,056 "
District - Dhamtari,Total," 	168,278 "," 	50,033 "," 	2,739 "," 	33,420 "," 	5,467 "," 	2,915 "," 	5,320 ", 	33 , 	56 , 	83 ," 	118,245 "," 	3,601 "," 	114,644 "
District - Dhamtari,Rural," 	136,570 "," 	33,041 "," 	2,114 "," 	17,839 "," 	4,953 "," 	2,747 "," 	5,232 ", 	21 , 	56 , 	79 ," 	103,529 ", 	151 ," 	103,378 "
District - Dhamtari,Urban," 	31,708 "," 	16,992 ", 	625 ," 	15,581 ", 	514 , 	168 , 	88 , 	12 , 	-00 , 	4 ," 	14,716 "," 	3,450 "," 	11,266 "
District - Uttar Bastar Kanker,Total," 	158,184 "," 	31,240 ", 	992 ," 	24,030 "," 	2,267 "," 	1,483 "," 	2,363 ", 	16 , 	-00 , 	89 ," 	126,944 ", 	385 ," 	126,559 "
District - Uttar Bastar Kanker,Rural," 	141,247 "," 	20,931 ", 	663 ," 	14,465 "," 	2,034 "," 	1,380 "," 	2,289 ", 	16 , 	-00 , 	84 ," 	120,316 ", 	242 ," 	120,074 "
District - Uttar Bastar Kanker,Urban," 	16,937 "," 	10,309 ", 	329 ," 	9,565 ", 	233 , 	103 , 	74 , 	-00 , 	-00 , 	5 ," 	6,628 ", 	143 ," 	6,485 "
District - Bastar,Total," 	306,807 "," 	62,326 "," 	2,951 "," 	37,113 "," 	5,632 "," 	13,626 "," 	2,791 ", 	136 , 	-00 , 	77 ," 	244,481 "," 	1,595 "," 	242,886 "
District - Bastar,Rural," 	265,210 "," 	36,956 "," 	1,005 "," 	14,872 "," 	5,178 "," 	13,106 "," 	2,662 ", 	72 , 	-00 , 	61 ," 	228,254 ", 	541 ," 	227,713 "
District - Bastar,Urban," 	41,597 "," 	25,370 "," 	1,946 "," 	22,241 ", 	454 , 	520 , 	129 , 	64 , 	-00 , 	16 ," 	16,227 "," 	1,054 "," 	15,173 "
District - Narayanpur,Total," 	26,953 "," 	2,892 ", 	48 ," 	2,544 ", 	222 , 	46 , 	10 , 	5 , 	-00 , 	17 ," 	24,061 ", 	20 ," 	24,041 "
District - Narayanpur,Rural," 	22,516 ", 	929 , 	24 , 	668 , 	185 , 	29 , 	5 , 	4 , 	-00 , 	14 ," 	21,587 ", 	1 ," 	21,586 "
District - Narayanpur,Urban," 	4,437 "," 	1,963 ", 	24 ," 	1,876 ", 	37 , 	17 , 	5 , 	1 , 	-00 , 	3 ," 	2,474 ", 	19 ," 	2,455 "
District - Dakshin Bastar Dantewada,Total," 	114,067 "," 	17,471 "," 	3,521 "," 	12,129 ", 	883 , 	369 , 	394 , 	157 , 	-00 , 	18 ," 	96,596 ", 	838 ," 	95,758 "
District - Dakshin Bastar Dantewada,Rural," 	92,379 "," 	6,665 ", 	605 ," 	4,537 ", 	784 , 	333 , 	364 , 	24 , 	-00 , 	18 ," 	85,714 ", 	687 ," 	85,027 "
District - Dakshin Bastar Dantewada,Urban," 	21,688 "," 	10,806 "," 	2,916 "," 	7,592 ", 	99 , 	36 , 	30 , 	133 , 	-00 , 	-00 ," 	10,882 ", 	151 ," 	10,731 "
District - Bijapur,Total," 	50,402 "," 	2,843 ", 	109 ," 	1,963 ", 	213 , 	318 , 	188 , 	33 , 	-00 , 	19 ," 	47,559 ", 	522 ," 	47,037 "
District - Bijapur,Rural," 	44,544 "," 	1,197 ", 	65 , 	696 , 	188 , 	13 , 	186 , 	32 , 	-00 , 	17 ," 	43,347 ", 	500 ," 	42,847 "
District - Bijapur,Urban," 	5,858 "," 	1,646 ", 	44 ," 	1,267 ", 	25 , 	305 , 	2 , 	1 , 	-00 , 	2 ," 	4,212 ", 	22 ," 	4,190 "
District - Data Not Available,Rural, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - Data Not Available,Urban, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - Data Not Available,Total, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
STATE - PUDUCHERRY,Total," 	301,276 "," 	206,221 "," 	42,244 "," 	159,870 ", 	930 ," 	2,141 ", 	177 , 	638 , 	133 , 	88 ," 	95,055 "," 	13,274 "," 	81,781 "
STATE - PUDUCHERRY,Rural," 	95,133 "," 	37,130 "," 	1,260 "," 	34,404 ", 	262 , 	900 , 	129 , 	83 , 	25 , 	67 ," 	58,003 "," 	1,318 "," 	56,685 "
STATE - PUDUCHERRY,Urban," 	206,143 "," 	169,091 "," 	40,984 "," 	125,466 ", 	668 ," 	1,241 ", 	48 , 	555 , 	108 , 	21 ," 	37,052 "," 	11,956 "," 	25,096 "
District - Yanam,Total," 	13,308 "," 	10,895 ", 	96 ," 	10,711 ", 	22 , 	50 , 	1 , 	15 , 	-00 , 	-00 ," 	2,413 ", 	184 ," 	2,229 "
District - Yanam,Rural, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - Yanam,Urban," 	13,308 "," 	10,895 ", 	96 ," 	10,711 ", 	22 , 	50 , 	1 , 	15 , 	-00 , 	-00 ," 	2,413 ", 	184 ," 	2,229 "
District - Puducherry,Total," 	230,703 "," 	157,959 "," 	40,358 "," 	114,691 ", 	655 ," 	1,299 ", 	164 , 	578 , 	133 , 	81 ," 	72,744 "," 	11,345 "," 	61,399 "
District - Puducherry,Rural," 	69,275 "," 	24,812 "," 	1,010 "," 	22,649 ", 	180 , 	699 , 	123 , 	65 , 	25 , 	61 ," 	44,463 ", 	934 ," 	43,529 "
District - Puducherry,Urban," 	161,428 "," 	133,147 "," 	39,348 "," 	92,042 ", 	475 , 	600 , 	41 , 	513 , 	108 , 	20 ," 	28,281 "," 	10,411 "," 	17,870 "
District - Mahe,Total," 	7,197 "," 	7,041 ", 	639 ," 	5,928 ", 	52 , 	412 , 	4 , 	6 , 	-00 , 	-00 , 	156 , 	110 , 	46 
District - Mahe,Rural, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - Mahe,Urban," 	7,197 "," 	7,041 ", 	639 ," 	5,928 ", 	52 , 	412 , 	4 , 	6 , 	-00 , 	-00 , 	156 , 	110 , 	46 
District - Karaikal,Total," 	50,068 "," 	30,326 "," 	1,151 "," 	28,540 ", 	201 , 	380 , 	8 , 	39 , 	-00 , 	7 ," 	19,742 "," 	1,635 "," 	18,107 "
